f (GHz),theta (deg.),phi (deg.),gain (dBi),directivity (dBi)
1.9800000000000002,174.0,-180.0,0.7401711201623633,1.2270610829685908
1.9800000000000002,176.0,-180.0,0.7682052952431027,1.27353634294247
1.9800000000000002,178.0,-180.0,0.7884460408389135,1.3070915986587954
1.9800000000000002,180.0,-180.0,0.8005454170754478,1.3271500328554577
1.9800000000000002,0.0,-178.0,2.055469929810506,3.407573045445745
1.9800000000000002,2.0,-178.0,2.0619751911847874,3.418357515211559
1.9800000000000002,4.0,-178.0,2.0581054202218607,3.41194218067707
1.9800000000000002,6.000000000000001,-178.0,2.0441298346087624,3.388773352887941
1.9800000000000002,8.0,-178.0,2.0202747323435046,3.349226190316247
1.9800000000000002,10.0,-178.0,1.986697456548255,3.293561537537824
1.9800000000000002,12.000000000000002,-178.0,1.9434779959932122,3.2219120005194712
1.9800000000000002,14.0,-178.0,1.8906347196823976,3.134308031530066
1.9800000000000002,16.0,-178.0,1.8281666343115257,3.030747983862519
1.9800000000000002,18.0,-178.0,1.7561189285286374,2.911306771587227
1.9800000000000002,20.0,-178.0,1.6746631169832942,2.776268732941529
1.9800000000000002,22.0,-178.0,1.5841792209298238,2.62626386993332
1.9800000000000002,24.000000000000004,-178.0,1.4853259455987866,2.4623841888994438
1.9800000000000002,26.0,-178.0,1.3790861918450807,2.2862591500479654
1.9800000000000002,28.0,-178.0,1.2667798047661185,2.100076802210384
1.9800000000000002,29.999999999999996,-178.0,1.1500433879309175,1.9065503187233583
1.9800000000000002,32.0,-178.0,1.0307881037238382,1.7088480385306832
1.9800000000000002,34.0,-178.0,0.9111601469547869,1.5105279390459152
1.9800000000000002,36.0,-178.0,0.7935448826780823,1.3155444958586806
1.9800000000000002,38.0,-178.0,0.6806753555529584,1.1284285703441503
1.9800000000000002,40.0,-178.0,0.5759274711039784,0.9547767633100691
1.9800000000000002,42.0,-178.0,0.4838765878978718,0.8021741375681687
1.9800000000000002,44.0,-178.0,0.41097694533623164,0.6813205782857055
1.9800000000000002,46.0,-178.0,0.365296978299719,0.6055919956715972
1.9800000000000002,48.00000000000001,-178.0,0.3529221096750224,0.5850768481839683
1.9800000000000002,50.0,-178.0,0.3720395830735787,0.616769935056785
1.9800000000000002,52.0,-178.0,0.4129724394294665,0.6846287229517187
1.9800000000000002,54.0,-178.0,0.4645749361896661,0.7701757185499314
1.9800000000000002,56.0,-178.0,0.518269431396117,0.8591908444346411
1.9800000000000002,58.00000000000001,-178.0,0.5682728249978324,0.9420868351503642
1.9800000000000002,59.99999999999999,-178.0,0.6107669399456711,1.0125338889292914
1.9800000000000002,62.0,-178.0,0.643251896220033,1.0663876864369028
1.9800000000000002,64.0,-178.0,0.6641886230210119,1.1010967448727291
1.9800000000000002,66.0,-178.0,0.6728130336562184,1.115394355743687
1.9800000000000002,68.0,-178.0,0.66903148564618,1.1091252778641318
1.9800000000000002,70.0,-178.0,0.6533527679263239,1.0831329852431155
1.9800000000000002,72.0,-178.0,0.6268380752405143,1.0391767342690275
1.9800000000000002,74.0,-178.0,0.5910599137789329,0.9798634371762646
1.9800000000000002,76.0,-178.0,0.5480618054601891,0.908580859510137
1.9800000000000002,78.0,-178.0,0.5003103057602517,0.8294180749336103
1.9800000000000002,80.0,-178.0,0.45063255645614614,0.7470619397102225
1.9800000000000002,82.0,-178.0,0.402132460757271,0.6666581272252294
1.9800000000000002,84.0,-178.0,0.3580634387169989,0.5936001809786356
1.9800000000000002,86.0,-178.0,0.32159077408399667,0.5331355314615014
1.9800000000000002,88.0,-178.0,0.29532857345091607,0.4895978636544984
1.9800000000000002,90.0,-178.0,0.28063186990062794,0.46523356128813614
1.9800000000000002,92.0,-178.0,0.2770010389167713,0.4592143431941504
1.9800000000000002,94.0,-178.0,0.28219393449350844,0.46782316336635066
1.9800000000000002,96.00000000000001,-178.0,0.29307844531889493,0.48586758482128717
1.9800000000000002,98.0,-178.0,0.30655498720515867,0.5082090942792662
1.9800000000000002,100.0,-178.0,0.3200619323854567,0.5306010065399043
1.9800000000000002,102.0,-178.0,0.33172308278238566,0.5499329467425651
1.9800000000000002,104.0,-178.0,0.34037111545775445,0.5642697184040399
1.9800000000000002,106.0,-178.0,0.34557959332836746,0.5729043710167092
1.9800000000000002,108.0,-178.0,0.3477172799096314,0.576448243426751
1.9800000000000002,110.0,-178.0,0.3479699510897914,0.5768671235525983
1.9800000000000002,112.0,-178.0,0.34823888143934506,0.577312958248086
1.9800000000000002,114.00000000000001,-178.0,0.3508196171724725,0.5815913207743793
1.9800000000000002,116.00000000000001,-178.0,0.35783279407071794,0.5932178166013492
1.9800000000000002,118.00000000000001,-178.0,0.37055631564940766,0.6143109634997266
1.9800000000000002,119.99999999999999,-178.0,0.38898082270045564,0.6448552457060656
1.9800000000000002,122.0,-178.0,0.41183535559512047,0.6827436570754757
1.9800000000000002,124.0,-178.0,0.43701079056634606,0.7244796768396904
1.9800000000000002,126.0,-178.0,0.4620900143161542,0.7660561969391247
1.9800000000000002,128.0,-178.0,0.4847551773156221,0.8036306695147177
1.9800000000000002,130.0,-178.0,0.503012555506799,0.8338978842778637
1.9800000000000002,132.0,-178.0,0.5152786717356592,0.8542327412502654
1.9800000000000002,134.0,-178.0,0.5203924496414324,0.8627103995703337
1.9800000000000002,136.0,-178.0,0.5176046130302248,0.8580887036974423
1.9800000000000002,138.0,-178.0,0.506577843489503,0.8398084447063656
1.9800000000000002,140.0,-178.0,0.48741864955885295,0.8080461932310695
1.9800000000000002,142.0,-178.0,0.46075620795219546,0.7638450030180886
1.9800000000000002,144.0,-178.0,0.4278855685024076,0.7093518171284807
1.9800000000000002,146.0,-178.0,0.3910013149233197,0.6482048324537534
1.9800000000000002,148.0,-178.0,0.3535453353168188,0.586110036199719
1.9800000000000002,150.0,-178.0,0.3205962725123782,0.5314868395006257
1.9800000000000002,152.0,-178.0,0.2988244037676228,0.4953932766575777
1.9800000000000002,154.0,-178.0,0.2948594489257511,0.48882014559415354
1.9800000000000002,156.0,-178.0,0.3117925885450265,0.5168920279917382
1.9800000000000002,158.0,-178.0,0.3471921382376121,0.5755776597316744
1.9800000000000002,160.0,-178.0,0.3953036284615603,0.6553372392252389
1.9800000000000002,162.0,-178.0,0.45026219865833295,0.74644795785104
1.9800000000000002,164.0,-178.0,0.507472216701911,0.84129114314285
1.9800000000000002,166.0,-178.0,0.5636459608742477,0.9344163860507165
1.9800000000000002,168.0,-178.0,0.6164888548220887,1.0220197211559945
1.9800000000000002,170.0,-178.0,0.6644064418960661,1.1014578465929048
1.9800000000000002,172.0,-178.0,0.706288163344227,1.1708896699603122
1.9800000000000002,174.0,-178.0,0.7413503532157613,1.2290160241276806
1.9800000000000002,176.0,-178.0,0.769021904295267,1.2748901233867693
1.9800000000000002,178.0,-178.0,0.7888669903772983,1.3077894518745932
1.9800000000000002,180.0,-178.0,0.8005454170754477,1.3271500328554575
1.9800000000000002,0.0,-176.0,2.055469929810506,3.407573045445745
